RID,Case ID,Sentence Year,Offender ID,Sex,Age Range,Ethnicity,No. of Charges,Offense Severity Group,Type of Homicide,Type of Sentence,Presence of Witnesses,Time of Crime Commited,Sentence Imposed,Sentence Suspended,Sentence to Serve,Sentence on Probation,Amount (VVCA),Amount (FINE),Amount (REST),Amount (FSUS),Type of Offense
17839,4965894,2014.0,3065925,M,18-21,Black,1.0,,,Incarceration,Yes,Night,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Violent
18595,3738182,2013.0,8421710,M,22-30,Black,21.0,M5,,Incarceration,No,Morning,80.0,,60.0,0.0,300.0,0.0,0.0,0.0,Weapon
6207,4904204,2019.0,2901237,M,18-21,Black,3.0,,,Short Split,,Afternoon,16.0,6.0,6.0,18.0,300.0,0.0,0.0,0.0,Property
9273,6759639,2017.0,4464107,M,61-70,Black,5.0,M9,,Incarceration,No,Evening,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Other
4566,1190517,2019.0,152201,M,18-21,Black,1.0,M5,,Incarceration,Unknown,Evening,96.0,0.0,72.0,0.0,300.0,0.0,0.0,0.0,Property
8105,9638805,2018.0,7712442,M,51-60,Black,1.0,D2,,Incarceration,No,Evening,37.333333333333336,0.0,,,300.0,0.0,0.0,0.0,Drug
16530,9137178,2014.0,326501,M,31-40,Black,2.0,M7,,Incarceration,,Night,34.666666666666664,0.0,26.0,0.0,300.0,0.0,1500.0,0.0,Property
2844,1219547,2020.0,2054414,M,18-21,Black,20.0,M8,,Incarceration,Unknown,Night,16.0,0.0,,0.0,300.0,0.0,0.0,0.0,Weapon
11447,6719795,2016.0,7530706,M,51-60,Black,2.0,D2,,Incarceration,Yes,Afternoon,26.666666666666668,0.0,20.0,0.0,300.0,0.0,0.0,0.0,Drug
14656,8847382,2015.0,9874230,M,31-40,Black,2.0,M9,,Short Split,Unknown,Night,16.0,12.0,1.0,12.0,300.0,0.0,0.0,0.0,Other
14151,8369067,2015.0,1078436,M,18-21,Black,1.0,M9,,Short Split,Unknown,Morning,16.0,8.0,4.0,18.0,300.0,0.0,0.0,0.0,Property
5088,2166406,2019.0,4301543,M,31-40,Black,2.0,M7,,Incarceration,Unknown,Evening,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Sex
19465,7848656,2013.0,7824572,M,18-21,Black,1.0,D2,,Short Split,No,Night,32.0,18.0,6.0,12.0,300.0,0.0,0.0,0.0,Drug
3549,7212809,2020.0,9963237,M,,Black,1.0,,,Probation,No,Night,16.0,12.0,0.0,20.0,300.0,0.0,0.0,0.0,Drug
5985,5728515,2019.0,9668304,M,51-60,Other or Unknown,1.0,,,Short Split,Yes,Morning,24.0,18.0,1.0,24.0,300.0,0.0,0.0,0.0,Sex
18544,6157759,2013.0,5548588,M,,Black,4.0,M8,,Incarceration,Unknown,Morning,42.666666666666664,0.0,32.0,0.0,300.0,0.0,0.0,0.0,Weapon
10724,7058856,2016.0,3241922,M,22-30,Black,2.0,M7,,Incarceration,Yes,Morning,56.0,0.0,42.0,0.0,300.0,0.0,0.0,0.0,Weapon
15156,3566174,2014.0,8303705,M,18-21,Black,2.0,M9,,Incarceration,Unknown,Morning,16.0,0.0,12.0,0.0,300.0,,0.0,0.0,Other
22018,5007103,2012.0,1437754,M,15-17,Black,1.0,M5,,Incarceration,No,Afternoon,112.0,0.0,84.0,0.0,300.0,0.0,0.0,0.0,Violent
14457,2417803,2015.0,2756924,M,31-40,Black,1.0,M6,,Incarceration,Unknown,Night,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Violent
1797,302105,2021.0,8804545,M,18-21,Black,5.0,,,Probation,Unknown,Evening,10.666666666666666,8.0,0.0,12.0,300.0,0.0,0.0,0.0,Property
15878,5144966,2014.0,5881476,M,18-21,Black,2.0,,,Incarceration,,Afternoon,21.333333333333332,0.0,16.0,0.0,300.0,0.0,0.0,0.0,Drug
4980,4786524,2019.0,1608128,M,15-17,Black,1.0,M5,,Incarceration,No,Afternoon,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Violent
11531,9092344,2016.0,9497730,M,18-21,Black,1.0,M8,,Incarceration,,Evening,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Violent
12342,5811212,2016.0,4303848,M,18-21,Black,,M5,,Incarceration,No,Afternoon,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
11551,1992356,2016.0,5441811,M,22-30,Black,1.0,M9,,Incarceration,Unknown,Evening,6.666666666666667,0.0,5.0,0.0,300.0,0.0,0.0,0.0,Other
7083,3731515,2018.0,968546,M,,Black,7.0,M9,,Incarceration,Unknown,Night,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Other
15289,2598483,2014.0,6086093,M,18-21,,15.0,M5,,Incarceration,Unknown,Afternoon,144.0,0.0,108.0,0.0,300.0,0.0,0.0,0.0,Weapon
23979,9159208,2012.0,7765798,M,18-21,Black,1.0,M9,,Incarceration,Yes,Morning,18.666666666666668,0.0,14.0,0.0,300.0,0.0,400.0,0.0,Property
2091,322551,2021.0,4795469,M,22-30,,1.0,M9,,Probation,No,Morning,8.0,6.0,0.0,,300.0,0.0,0.0,0.0,Other
5290,9740819,2019.0,5076935,M,31-40,Black,1.0,D4,,Incarceration,Yes,Morning,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Drug
20242,2664632,2013.0,1997028,M,51-60,Other or Unknown,1.0,,,Probation,No,Night,18.666666666666668,14.0,,12.0,300.0,0.0,0.0,0.0,Drug
6025,5694067,2019.0,1954600,F,22-30,,2.0,M7,,Short Split,No,Afternoon,26.666666666666668,20.0,,50.0,300.0,0.0,0.0,0.0,Sex
23030,9136921,2012.0,5680896,M,41-50,Black,2.0,D3,,Short Split,Yes,Afternoon,,14.0,4.0,12.0,300.0,0.0,0.0,0.0,Drug
20321,8045957,2013.0,34181,M,22-30,Black,2.0,M7,,Long Split,No,Afternoon,20.0,3.0,12.0,12.0,300.0,0.0,0.0,0.0,Weapon
16742,3205060,2014.0,2658882,M,22-30,Black,3.0,M5,,Incarceration,Unknown,Night,112.0,0.0,84.0,0.0,300.0,0.0,0.0,0.0,Violent
4900,1927393,2019.0,1040874,M,22-30,Black,13.0,M6,,Incarceration,Yes,Morning,48.0,,36.0,0.0,300.0,0.0,0.0,0.0,Violent
3975,1720925,2020.0,5800684,M,41-50,Black,2.0,D3,,Probation,,Morning,18.666666666666668,,,15.0,300.0,0.0,0.0,0.0,Drug
4406,2357036,2020.0,6371370,M,31-40,Black,2.0,,,Incarceration,Unknown,Afternoon,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Weapon
21157,9448279,2013.0,9978626,M,41-50,Black,1.0,D3,,Incarceration,Unknown,Morning,16.0,0.0,12.0,0.0,1350.0,0.0,0.0,0.0,Drug
17494,1463383,2014.0,8670754,M,22-30,Black,1.0,M8,,Short Split,Unknown,Afternoon,20.0,11.0,4.0,18.0,300.0,0.0,0.0,,Violent
7385,2023113,2018.0,6027368,F,22-30,Black,1.0,M8,,Probation,No,Night,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Violent
9433,6535524,2017.0,7783338,M,,Black,3.0,,,Short Split,Unknown,Morning,24.0,17.0,1.0,18.0,300.0,0.0,0.0,0.0,Violent
6547,5393902,2019.0,2287613,M,51-60,Black,1.0,M9,,Short Split,Unknown,Afternoon,16.0,12.0,1.0,12.0,300.0,0.0,0.0,0.0,Other
4260,8799580,,2210148,M,22-30,Black,2.0,,,Incarceration,No,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Violent
10042,5030522,2017.0,5498935,M,41-50,Black,1.0,,,Probation,Unknown,Night,18.666666666666668,14.0,0.0,6.0,300.0,0.0,0.0,0.0,Drug
17466,5419639,,8346989,M,18-21,Black,1.0,M6,,Incarceration,No,Morning,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Violent
19932,9585950,2013.0,4811217,M,18-21,Black,2.0,M8,,Incarceration,Yes,Evening,13.333333333333334,0.0,10.0,0.0,300.0,0.0,0.0,0.0,Violent
16281,909898,2014.0,2426343,M,18-21,Black,1.0,D2,,Short Split,Unknown,Evening,24.0,18.0,1.0,24.0,300.0,0.0,0.0,0.0,Drug
5621,9183181,2019.0,9671653,M,22-30,Black,3.0,M5,,Incarceration,Yes,Morning,120.0,0.0,90.0,0.0,300.0,0.0,0.0,0.0,Violent
2904,4930376,2020.0,8149785,M,31-40,Black,4.0,M6,,Short Split,Unknown,Night,24.0,17.0,1.0,24.0,300.0,0.0,0.0,0.0,Violent
15838,3471878,2014.0,4421675,M,31-40,Black,1.0,D2,,Incarceration,Yes,Evening,32.0,0.0,,0.0,300.0,0.0,0.0,0.0,Drug
20634,6307750,2013.0,9253585,F,41-50,White,1.0,M9,,Probation,Unknown,Night,8.0,6.0,0.0,12.0,1500.0,0.0,0.0,0.0,Other
20917,8223805,2013.0,6621464,M,18-21,Black,1.0,M9,,Incarceration,No,Night,4.0,0.0,3.0,0.0,300.0,0.0,0.0,0.0,Other
9739,652812,2017.0,5230486,M,,Black,1.0,,,,Unknown,Night,8.0,6.0,0.0,12.0,300.0,0.0,,0.0,Weapon
8925,5971992,,5697659,M,,Black,1.0,D2,,Incarceration,Unknown,Night,40.0,,30.0,0.0,300.0,0.0,0.0,0.0,Drug
20295,9265707,2013.0,3070067,M,41-50,Black,1.0,,,Probation,Unknown,Afternoon,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
399,6349758,2022.0,3912497,M,31-40,Black,1.0,,,Incarceration,Yes,Evening,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Violent
13826,6133210,2015.0,8059933,M,22-30,Black,1.0,,,Short Split,Unknown,Afternoon,16.0,9.0,3.0,12.0,300.0,0.0,0.0,0.0,Drug
5555,49421,2019.0,9035320,F,22-30,Black,1.0,,,Probation,No,Night,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
21951,2425803,2012.0,5353744,M,18-21,Black,4.0,M2,Murder II,Incarceration,Yes,Morning,352.0,0.0,264.0,,300.0,0.0,0.0,0.0,Homicide
17679,8988429,2014.0,4801619,M,22-30,Other or Unknown,2.0,M6,,Incarceration,Unknown,Evening,128.0,0.0,96.0,0.0,300.0,0.0,0.0,0.0,Violent
6567,7598578,2019.0,6348987,M,41-50,Black,2.0,D3,,Incarceration,Unknown,Night,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Drug
13597,8714177,2015.0,4473319,M,31-40,White,1.0,,,Short Split,Unknown,Afternoon,24.0,12.0,6.0,18.0,300.0,0.0,0.0,0.0,Violent
9511,7627288,2017.0,4950345,M,22-30,,1.0,M6,,Incarceration,Unknown,Evening,53.333333333333336,0.0,40.0,,300.0,0.0,0.0,0.0,Weapon
13852,4384175,2015.0,4862528,M,22-30,Black,1.0,D4,,Probation,No,Evening,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
5433,6229743,2019.0,4199105,M,22-30,Black,10.0,,,,Yes,Evening,16.0,12.0,0.0,0.0,300.0,0.0,0.0,0.0,Weapon
8836,2170185,2017.0,955407,M,18-21,Black,4.0,M5,,Incarceration,Unknown,Night,112.0,0.0,84.0,0.0,300.0,0.0,0.0,0.0,Violent
3764,6987999,2020.0,4406885,M,41-50,Black,1.0,,,Short Split,No,Morning,24.0,18.0,1.0,18.0,300.0,0.0,0.0,0.0,Weapon
10245,6655329,2017.0,5820611,M,,Black,1.0,M6,,,,Morning,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Violent
8254,5641684,,3831395,M,31-40,Black,1.0,M7,,Probation,Unknown,Evening,32.0,24.0,0.0,24.0,300.0,0.0,0.0,0.0,Property
6121,7172291,2019.0,9512378,M,22-30,Black,1.0,M8,,Short Split,Unknown,Afternoon,24.0,18.0,1.0,18.0,300.0,0.0,0.0,0.0,Violent
12611,6146194,2016.0,8211513,M,22-30,Black,1.0,M9,,Probation,No,Afternoon,1.3333333333333333,1.0,0.0,12.0,300.0,0.0,0.0,0.0,Other
22461,9350284,2012.0,3134300,M,18-21,Black,2.0,M8,,Incarceration,No,Evening,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Weapon
20360,9928519,2013.0,2950953,M,18-21,Black,3.0,M3,,Incarceration,Yes,Evening,120.0,0.0,90.0,0.0,300.0,0.0,0.0,0.0,Violent
12146,7924138,2016.0,6053671,M,15-17,Black,1.0,M6,,Incarceration,Yes,Afternoon,32.0,0.0,,0.0,300.0,0.0,0.0,0.0,Violent
13481,1158793,2015.0,4743081,M,22-30,Black,1.0,D2,,Short Split,Yes,Morning,16.0,10.0,2.0,18.0,300.0,0.0,0.0,0.0,Drug
184,5381358,2022.0,6404019,M,31-40,Black,3.0,M4,,Incarceration,Unknown,Morning,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
20562,8668597,2013.0,4407940,M,41-50,Black,1.0,D2,,Incarceration,Yes,Night,40.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,Drug
13858,1528677,2015.0,7329026,M,22-30,Black,2.0,M5,,Long Split,Yes,Evening,48.0,24.0,12.0,36.0,300.0,0.0,0.0,0.0,Other
1790,3422620,2021.0,4884958,M,31-40,Black,2.0,M8,,Incarceration,Unknown,Night,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Violent
18870,3464248,2013.0,5769509,M,,Black,1.0,M9,,Incarceration,Unknown,Night,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Other
14546,9511446,2015.0,3635288,M,22-30,Black,6.0,M6,,Incarceration,Yes,Night,,,40.0,0.0,300.0,,0.0,0.0,Sex
17103,4591393,2014.0,476648,M,22-30,Black,2.0,,,Incarceration,No,Morning,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Drug
6805,9466970,2018.0,7469434,M,18-21,Black,1.0,M5,,Incarceration,No,Morning,144.0,0.0,108.0,0.0,300.0,0.0,0.0,0.0,Property
15881,5342819,2014.0,7676101,M,41-50,Other or Unknown,1.0,M9,,,Yes,Morning,48.0,0.0,36.0,0.0,2250.0,0.0,0.0,0.0,Other
20423,8812054,2013.0,9526431,M,41-50,Black,1.0,D3,,Probation,No,Evening,,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
2006,5802673,2021.0,5179605,M,18-21,Black,,M8,,Incarceration,Yes,Afternoon,30.666666666666668,0.0,23.0,0.0,300.0,0.0,0.0,0.0,Weapon
15924,1798245,2014.0,8374206,M,22-30,Black,1.0,D3,,Probation,Unknown,Afternoon,12.0,9.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
6130,2161541,2019.0,8451501,M,18-21,Black,2.0,,,,Unknown,Morning,8.0,6.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
21232,5940935,2013.0,5625279,F,41-50,Black,1.0,,,Short Split,Yes,Afternoon,12.0,7.0,1.0,24.0,300.0,0.0,0.0,,Drug
5926,9839850,2019.0,8494084,M,,Black,1.0,M8,,Probation,No,Morning,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Violent
5721,8714633,2019.0,5441211,M,22-30,Black,3.0,M8,,Probation,Yes,Evening,24.0,18.0,0.0,18.0,300.0,0.0,0.0,0.0,Weapon
7526,4880459,2018.0,5425753,M,22-30,Black,2.0,D3,,Probation,Yes,Night,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
10756,4391577,,837095,M,22-30,Black,5.0,M5,,Incarceration,,Morning,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Weapon
6869,8460703,,9102919,M,18-21,Black,3.0,M8,,Incarceration,No,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Property
9278,7106637,2017.0,5620585,M,,Black,1.0,M7,,Incarceration,Yes,Evening,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
18054,1506196,2014.0,1085782,M,31-40,Black,1.0,M9,,Incarceration,Yes,Evening,9.333333333333334,0.0,7.0,0.0,300.0,0.0,0.0,0.0,Other
17721,8245276,2014.0,7998469,M,,Black,1.0,,,Incarceration,,Morning,26.666666666666668,0.0,20.0,0.0,300.0,0.0,0.0,0.0,Violent
21950,4723240,2012.0,1501898,M,22-30,White,13.0,M9,,Incarceration,Unknown,Afternoon,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Other
19319,8988468,2013.0,8570031,M,22-30,Black,1.0,M6,,Incarceration,Yes,Morning,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Sex
6606,5481344,,9375221,F,22-30,Black,,M9,,Incarceration,Yes,Morning,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Other
11653,5399757,2016.0,8213861,M,22-30,White,1.0,M8,,Probation,No,Night,20.0,15.0,0.0,24.0,300.0,0.0,0.0,0.0,Property
16306,850561,2014.0,2149099,M,18-21,Black,2.0,,,Incarceration,No,Night,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Property
6695,6420922,2019.0,4920155,M,22-30,Black,1.0,M8,,Probation,Unknown,Evening,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Violent
23610,973237,2012.0,9284718,M,51-60,Black,1.0,D2,,Short Split,Yes,Morning,16.0,9.0,2.0,12.0,300.0,0.0,0.0,0.0,Drug
17473,4758877,2014.0,336129,M,22-30,Black,1.0,M8,,Probation,,Evening,24.0,18.0,0.0,24.0,1200.0,0.0,375.0,0.0,Property
4390,2060603,2020.0,3931848,M,22-30,Black,1.0,D3,,Probation,No,Evening,8.0,6.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
10260,5107210,2017.0,3830513,M,41-50,Black,1.0,M6,,Incarceration,,Evening,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Property
11216,6369882,2016.0,4296640,M,18-21,Black,4.0,M5,,Incarceration,Unknown,Evening,21.333333333333332,0.0,16.0,0.0,300.0,0.0,0.0,0.0,Violent
12147,2515471,2016.0,3517197,M,18-21,Black,1.0,M6,,Incarceration,Unknown,Evening,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Violent
20668,4421216,2013.0,825509,M,18-21,Black,2.0,D2,,Short Split,,Afternoon,32.0,18.0,6.0,34.0,300.0,0.0,0.0,0.0,Drug
23941,8430944,2012.0,5865058,M,51-60,Black,1.0,D3,,Probation,No,Night,29.333333333333332,22.0,0.0,12.0,600.0,0.0,0.0,0.0,Drug
23090,2579858,2012.0,3767090,F,22-30,Black,2.0,M8,,Short Split,,Afternoon,32.0,,2.0,24.0,300.0,0.0,0.0,0.0,Property
11375,8013226,2016.0,3814867,M,31-40,Black,1.0,D3,,Incarceration,Yes,Night,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Drug
3318,958746,2020.0,8840242,M,31-40,Black,28.0,,,Incarceration,Unknown,Morning,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Violent
16778,8783302,2014.0,7077394,M,41-50,Black,1.0,D2,,Incarceration,No,Evening,32.0,0.0,,0.0,300.0,0.0,0.0,0.0,Drug
12797,8278500,2016.0,7976929,M,22-30,White,1.0,M9,,Short Split,No,Morning,16.0,9.0,3.0,12.0,300.0,0.0,0.0,0.0,Other
10063,1392488,2017.0,2082181,M,22-30,Black,1.0,,,Incarceration,No,Evening,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Other
10499,2731778,2016.0,9832870,M,41-50,Black,7.0,M5,,Incarceration,Yes,Evening,240.0,0.0,180.0,0.0,6000.0,0.0,0.0,0.0,Weapon
12422,8686357,2016.0,9908775,M,31-40,Black,1.0,D4,,Probation,No,Afternoon,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
18826,4825492,2013.0,5095482,M,22-30,Black,7.0,M1,Murder I,Incarceration,Unknown,Afternoon,720.0,0.0,540.0,0.0,900.0,0.0,0.0,0.0,Homicide
14091,6430283,2015.0,5780536,M,18-21,Black,5.0,M9,,Short Split,Unknown,Evening,16.0,12.0,1.0,24.0,0.0,0.0,0.0,0.0,Other
14836,6208082,2015.0,2750566,M,51-60,Black,,M8,,Incarceration,Yes,Evening,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Property
12926,9922014,2015.0,6993122,M,22-30,Black,9.0,,,Incarceration,No,Afternoon,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Weapon
22939,989120,2012.0,2423324,M,18-21,Black,1.0,,,Incarceration,Unknown,Night,12.0,,9.0,,300.0,0.0,0.0,0.0,Violent
13308,1806065,2015.0,6338700,M,31-40,,7.0,M9,,Incarceration,Unknown,Night,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Property
963,9566200,2021.0,9217964,M,31-40,Black,3.0,D3,,Probation,Yes,Afternoon,26.666666666666668,20.0,0.0,12.0,300.0,,0.0,0.0,Drug
14644,9408983,2015.0,2373995,M,18-21,Black,2.0,,,Probation,Unknown,Morning,16.0,12.0,0.0,12.0,300.0,0.0,,0.0,Property
22394,4545533,2012.0,4580095,M,22-30,Black,1.0,M9,,Incarceration,Unknown,Afternoon,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Other
13181,6245188,2015.0,5356144,M,51-60,Black,1.0,M8,,Incarceration,Yes,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Violent
3613,1959390,2020.0,2868558,M,31-40,Black,1.0,M3,,Incarceration,No,Evening,208.0,0.0,156.0,0.0,300.0,0.0,0.0,0.0,Sex
1419,6934396,,7844271,M,22-30,Black,1.0,M8,,Probation,Yes,Afternoon,16.0,12.0,0.0,,300.0,0.0,100.0,0.0,Violent
16497,2630385,2014.0,4144735,M,41-50,Other or Unknown,1.0,D3,,Probation,No,Night,24.0,,0.0,18.0,300.0,0.0,0.0,0.0,Drug
16180,4765190,2014.0,4289254,M,18-21,Black,1.0,M8,,Incarceration,No,Evening,16.0,0.0,12.0,0.0,1350.0,0.0,0.0,0.0,Violent
15308,2598483,2014.0,6086093,M,18-21,Black,34.0,M5,,Incarceration,Unknown,Night,144.0,0.0,108.0,0.0,300.0,0.0,,0.0,Weapon
1774,8231560,2021.0,3241571,M,31-40,Black,1.0,,,Probation,No,Morning,13.333333333333334,10.0,0.0,18.0,,0.0,0.0,0.0,Drug
20766,2907657,2013.0,4197341,M,41-50,Black,2.0,D3,,Incarceration,No,Night,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Drug
17584,6355428,,4509496,M,41-50,Black,1.0,D3,,Short Split,No,Afternoon,32.0,24.0,1.0,24.0,300.0,0.0,0.0,0.0,Drug
6011,2919012,2019.0,3814272,M,31-40,,1.0,D2,,Incarceration,Yes,Night,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Drug
24017,6600955,2012.0,9694911,F,31-40,Black,1.0,M9,,Short Split,No,Afternoon,8.0,6.0,1.0,24.0,300.0,0.0,0.0,0.0,Other
6709,7452036,2019.0,2954277,M,18-21,Black,1.0,,,Short Split,No,Afternoon,18.666666666666668,14.0,1.0,18.0,300.0,0.0,,0.0,Violent
204,5381358,2022.0,6404019,M,31-40,Black,23.0,M9,,Incarceration,Yes,Morning,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Other
16512,3280021,2014.0,8982220,M,15-17,Black,1.0,M7,,Incarceration,Yes,Night,45.333333333333336,0.0,34.0,0.0,300.0,0.0,0.0,0.0,Property
440,6299346,,604293,M,31-40,Black,1.0,,,Incarceration,No,Morning,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Violent
4522,4538553,2019.0,2878515,M,22-30,Black,1.0,M9,,Incarceration,Yes,Evening,53.333333333333336,0.0,40.0,0.0,3000.0,0.0,0.0,0.0,Other
16511,5677054,2014.0,2082298,M,15-17,Black,2.0,,,Incarceration,Yes,Night,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Weapon
20430,2227090,2013.0,580523,M,22-30,Black,6.0,M5,,Incarceration,No,Afternoon,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Other
5192,7012620,2019.0,3764891,M,51-60,Black,1.0,D2,,Incarceration,Unknown,Afternoon,1.3333333333333333,0.0,1.0,0.0,300.0,0.0,0.0,0.0,Drug
9353,4071776,2017.0,8093352,M,18-21,Black,1.0,M5,,Incarceration,Unknown,Morning,96.0,0.0,72.0,0.0,300.0,0.0,0.0,0.0,Violent
11878,8918707,2016.0,1374061,M,31-40,Black,2.0,M7,,Incarceration,Yes,Evening,37.333333333333336,0.0,28.0,0.0,300.0,0.0,0.0,,Weapon
24409,3358482,2012.0,9387585,M,22-30,Other or Unknown,1.0,D3,,Probation,Yes,Morning,24.0,18.0,0.0,36.0,300.0,0.0,0.0,0.0,Drug
13728,6119748,2015.0,396398,F,31-40,Black,4.0,,,Incarceration,No,Afternoon,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Violent
10747,3884246,2016.0,2357025,M,41-50,Other or Unknown,1.0,M8,,Short Split,Unknown,Night,16.0,6.0,6.0,14.0,300.0,0.0,0.0,0.0,Violent
14687,7165776,2015.0,2497062,M,22-30,Black,1.0,M8,,Short Split,Yes,Afternoon,13.333333333333334,5.0,5.0,60.0,300.0,0.0,0.0,0.0,Property
12025,6443299,2016.0,956964,M,31-40,Black,6.0,M6,,Incarceration,Yes,Evening,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Violent
9336,3975720,2017.0,5093754,M,22-30,Black,2.0,D3,,Incarceration,Yes,Evening,9.333333333333334,0.0,7.0,0.0,300.0,0.0,0.0,0.0,Drug
19899,6069694,2013.0,615695,M,31-40,Black,2.0,D2,,Short Split,No,Morning,16.0,10.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
6912,2792268,2018.0,1609929,M,22-30,Black,12.0,M6,,Incarceration,No,Morning,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Violent
23808,5662094,2012.0,1736433,M,31-40,Black,1.0,,,Incarceration,No,Evening,10.666666666666666,0.0,8.0,0.0,300.0,,0.0,0.0,Drug
643,1456263,2022.0,7887857,M,41-50,Black,1.0,M8,,Incarceration,No,Evening,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Weapon
11209,1022642,2016.0,9211900,M,18-21,Black,13.0,M5,,Incarceration,Yes,Evening,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Violent
20958,500213,2013.0,4306796,M,41-50,Black,1.0,M8,,Incarceration,Unknown,Night,48.0,0.0,36.0,0.0,2250.0,0.0,0.0,0.0,Property
12887,1889419,2015.0,1230007,M,18-21,Black,7.0,M6,,Incarceration,Yes,Afternoon,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
3508,209517,2020.0,2024649,M,15-17,Black,2.0,,,Probation,Yes,Morning,32.0,24.0,0.0,60.0,300.0,0.0,0.0,0.0,Weapon
1493,3117985,2021.0,7720621,M,18-21,Black,1.0,M5,,Incarceration,No,Night,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
21481,4214719,2013.0,8791626,M,22-30,Black,1.0,M9,,Short Split,Unknown,Evening,16.0,6.0,6.0,12.0,300.0,0.0,0.0,0.0,Other
2013,9340511,2021.0,320007,M,18-21,Black,1.0,M8,,Probation,No,Night,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Weapon
12497,9513924,2016.0,8526599,M,61-70,Black,1.0,M9,,Probation,Yes,Night,12.0,9.0,0.0,12.0,300.0,0.0,0.0,0.0,Other
21889,4000167,2012.0,5602837,M,41-50,Black,4.0,M9,,Incarceration,Yes,Evening,1.3333333333333333,0.0,1.0,0.0,300.0,0.0,0.0,0.0,Other
